web-scraper-order,web-scraper-start-url,Product,Product-href,Name,price,Rating,Review,Description,ASIN,Product Description,Manufracturer
1692629716-26,https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_285?crid=2M096C61O4MLT&keywords=bags&qid=1692629676&sprefix=ba%2Caps%2C283&sr=8-285,"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",327,"1,266 ratings",4.2 out of 5 stars,,Sfane,"Sfane Sports Bag practical everyday sizing make it great for hauling just about anything. Big Compartment holds Sports Clothing, Gloves, Shaker, Sports ball, Sports Accessories, etc. Or anything that might be wet or soiled. High quality provide years of dependable service. Made in India.","Date First Available
                                    ‏
                                        :
                                    ‎
                                 10 August 2018"
1692629720-27,https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,F Gear Burner P8 19 Ltrs White Casual Laptop Backpack,https://www.amazon.in/F-Gear-Burner-Casual-Laptop-Backpack/dp/B016115VXW/ref=sr_1_282?crid=2M096C61O4MLT&keywords=bags&qid=1692629676&sprefix=ba%2Caps%2C283&sr=8-282,F Gear Burner P8 19 Ltrs White Casual Laptop Backpack,854,"4,015 ratings",4.3 out of 5 stars,"Capacity: 19 Liters, Weight: 400 Grams, Dimensions: 31 Cms X 16 Cms X 46 Cms (L X W X H)",F Gear,,"Date First Available
                                    ‏
                                        :
                                    ‎
                                 30 September 2015"
1692629725-28,https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Skybags Cardiff Polyester 63.5 Cms Travel Duffle Bag (Red),https://www.amazon.in/Skybags-Cardiff-Polyester-Travel-DFTCAR62ERED/dp/B073JSGMRS/ref=sr_1_281?crid=2M096C61O4MLT&keywords=bags&qid=1692629676&sprefix=ba%2Caps%2C283&sr=8-281,Skybags Cardiff Polyester 63.5 Cms Travel Duffle Bag (Red),"1,908","5,020 ratings",4.2 out of 5 stars,"Lock Type: Butterfly Lock, Number of Wheels: 2, Number of compartments: 1",Skybags,"Trendy, lightweight and with wheels to get you on the move. Pack travel necessities and clothes for a short vacation or business trip. This duffle is made of durable polyester and smooth 2 wheels along trolley for easy of pulling the bag as well as shoulder strap.","Date First Available
                                    ‏
                                        :
                                    ‎
                                 30 June 2017"
1692629731-29,https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,AirCase C40 Laptop Backpack Rucksacks Messenger Ba,https://www.amazon.in/AirCase-C40-Backpack-Rucksacks-Messenger/dp/B07Y8CH69Y/ref=sr_1_280?crid=2M096C61O4MLT&keywords=bags&qid=1692629676&sprefix=ba%2Caps%2C283&sr=8-280,AirCase C40 Laptop Backpack Rucksacks Messenger Ba,999,122 ratings,3.2 out of 5 stars,"Multifunctional Compartment: This Laptop Backpack has large space multi-functional compartment for laptop and books, secure laptops up to 15.6 inch with Velcro closure and have a small inner zipped mesh pocket.",B07Y8CH69Y,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 AirCase"
1692629737-30,https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Wildcraft Work Packs'18 25 Ltrs Black Laptop Backpack (Ace),https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-ACE/dp/B07GNK6C98/ref=sr_1_279?crid=2M096C61O4MLT&keywords=bags&qid=1692629676&sprefix=ba%2Caps%2C283&sr=8-279,Wildcraft Work Packs'18 25 Ltrs Black Laptop Backpack (Ace),"1,439",158 ratings,4.5 out of 5 stars,Capacity: 25 liters; Weight: 530 grams; Dimensions: 18 inches x 13 inches x 6 inches (LxWxH),Wildcraft,The product will be an excellent pick for you. It ensures an easy maintenance.,"Fits upto 15"",Side mesh pocket for water bottle"
1692629743-31,https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Blue), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure",https://www.amazon.in/Safari-Overnighter-Resistant-Travelling-All-Purpose/dp/B097JM98M1/ref=sr_1_278?crid=2M096C61O4MLT&keywords=bags&qid=1692629676&sprefix=ba%2Caps%2C283&sr=8-278,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Blue), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure","2,049",186 ratings,4.3 out of 5 stars,"HIGH QUALITY PREMIUM FABRIC: Made of 100% polyester and water resistant fabric, the material used is lightweight yet highly durable. This heavy duty fabric is perfect for all types of travel needs.",B097JM98M1,"Seek 32L is a compact offering from Safari's overnighter laptop backpack ranges. Equipped with a unique offering of luggage-like opening (or book opening), this bag is perfect to meet ALL your travel needs - Work or Adventure Leisure! Made out of water-resistant fabric & front panel design, it serves as a highly elegant look. On the inside, cross packing straps are provided to help organise your packing. With a 17"" laptop and a tablet compatibility compartment Seek 32 has a total capacity of 32 liters, provided with compression straps and breathable back mesh that prevents the back of the backpack from overheating. Go ahead and add this friendly Seek overnighter backpack to your travel collection, whether it be for a short business trip or a weekend getaway!","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari"
1692629748-32,https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"TRAWOC 60 Ltr Trekking Rucksack Travel Bag Hiking Backback, 1 Year Warranty, HK001",https://www.amazon.in/NOVICZ-HK001-TRAWOC-SKYBLUE-Blue-Rucksack/dp/B079N6KHPJ/ref=sr_1_277?crid=2M096C61O4MLT&keywords=bags&qid=1692629676&sprefix=ba%2Caps%2C283&sr=8-277,"TRAWOC 60 Ltr Trekking Rucksack Travel Bag Hiking Backback, 1 Year Warranty, HK001","1,625","3,932 ratings",4.3 out of 5 stars,"ERGONOMIC DESIGN: The 60 litre capacity large trekking bag has amazing design and structure that is made scientifically and is the best fit for hiking trips. The structure does not impose any pressure due to air mesh padded straps and adequate space to allocate weight in each area. This ergonomically designed backpack got several straps, and pockets that make it suitable for accommodating a lot of trave stuff. This bag will facilitate you in all your camping and hiking trips.",B079N6KHPJ,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 TRAWOCTM"
1692629753-33,https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,HOXSURY Sling Backpack USB Anti-Theft Waterproof Chest Daypack Casual Shoulder Bag,https://www.amazon.in/Crossbody-Waterproof-Daypack-Charging-Locomotive/dp/B0BCQ762R6/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1692629676&sprefix=ba%2Caps%2C283&sr=8-276,HOXSURY Sling Backpack USB Anti-Theft Waterproof Chest Daypack Casual Shoulder Bag,"1,199",79 ratings,4.3 out of 5 stars,"[Multi Storage Area]: Mens Crossbody Bags has a main compartment for your clothes, books, lunchbox and other daily necessities. With several functional pockets, you can hold your small items perfectly, such as coins, cell phone, keys, pens, etc. Side pockets for quick access to your daily items.",B0BCQ762R6,"Reasons for Choosing The Dwenles Chest Bag:
 Size: 17cm x 7cm x 31cm(6.7'' x 3.2'' x 12.2''). It is recommended to accommodate a maximum of 9 inches Ipad. Built-in large capacity beyond your imagination.
 External USB design, fast charging, release hands.
 Featuring an ergonomic design, with adjustable strap to perfectly fit your body.
 Multi-function shoulder bag /crossbody chest bag, water repellent and scratch resistant.
 Security anti-theft password lock, safer to go out.
 Hidden card pockets on the shoulder strap, easy to place bus cards, etc.
 Breathable and decompression carrying system, heat dissipation, ventilation, shock absorption.
 The surface of the package is printed with reflective design, and the night warning is safer.
 Can be used messenger bag / shoulder bag / cross body backpack / casual day pack / sling bag / chest bag / travel bag.
 It is the best gift for friends, lovers, family members, easy to use!","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 HOXSURY"
1692629759-34,https://www.amazon.in/s?k=bags&page=18&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Amazon Basics Opel 15.6-Inch Laptop Backpack for Office or College (20 L, Black)",https://www.amazon.in/Amazon-Basics-15-6-Inch-Backpack-College/dp/B0C8NX7HTX/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1692629676&sprefix=ba%2Caps%2C283&sr=8-275,"Amazon Basics Opel 15.6-Inch Laptop Backpack for Office or College (20 L, Black)",639,146 ratings,4.2 out of 5 stars,Other storage: It also contains a spacious compartment and a quick-access front pocket.,,"Use this spacious, convenient backpack from Amazon Basics for college or work. It features a 15.6-inch laptop compartment, a spacious compartment and a quick-access front pocket. It Is made from fabric with a polyester lining, both with PU coating. Get this high-quality product at a great price from Amazon Basics.",
1692629767-35,https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Wildcraft Work Packs'18 25 Ltrs Black Laptop Backpack (Ace),https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-ACE/dp/B07GNK6C98/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1692629760&sprefix=ba%2Caps%2C283&sr=8-276,Wildcraft Work Packs'18 25 Ltrs Black Laptop Backpack (Ace),"1,439",158 ratings,4.5 out of 5 stars,Capacity: 25 liters; Weight: 530 grams; Dimensions: 18 inches x 13 inches x 6 inches (LxWxH),Wildcraft,The product will be an excellent pick for you. It ensures an easy maintenance.,"Fits upto 15"",Side mesh pocket for water bottle"
1692629772-36,https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Blue), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure",https://www.amazon.in/Safari-Overnighter-Resistant-Travelling-All-Purpose/dp/B097JM98M1/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1692629760&sprefix=ba%2Caps%2C283&sr=8-275,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Blue), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure","2,049",186 ratings,4.3 out of 5 stars,"HIGH QUALITY PREMIUM FABRIC: Made of 100% polyester and water resistant fabric, the material used is lightweight yet highly durable. This heavy duty fabric is perfect for all types of travel needs.",B097JM98M1,"Seek 32L is a compact offering from Safari's overnighter laptop backpack ranges. Equipped with a unique offering of luggage-like opening (or book opening), this bag is perfect to meet ALL your travel needs - Work or Adventure Leisure! Made out of water-resistant fabric & front panel design, it serves as a highly elegant look. On the inside, cross packing straps are provided to help organise your packing. With a 17"" laptop and a tablet compatibility compartment Seek 32 has a total capacity of 32 liters, provided with compression straps and breathable back mesh that prevents the back of the backpack from overheating. Go ahead and add this friendly Seek overnighter backpack to your travel collection, whether it be for a short business trip or a weekend getaway!","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari"
1692629776-37,https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"TRAWOC 60 Ltr Trekking Rucksack Travel Bag Hiking Backback, 1 Year Warranty, HK001",https://www.amazon.in/NOVICZ-HK001-TRAWOC-SKYBLUE-Blue-Rucksack/dp/B079N6KHPJ/ref=sr_1_274?crid=2M096C61O4MLT&keywords=bags&qid=1692629760&sprefix=ba%2Caps%2C283&sr=8-274,"TRAWOC 60 Ltr Trekking Rucksack Travel Bag Hiking Backback, 1 Year Warranty, HK001","1,625","3,932 ratings",4.3 out of 5 stars,"ERGONOMIC DESIGN: The 60 litre capacity large trekking bag has amazing design and structure that is made scientifically and is the best fit for hiking trips. The structure does not impose any pressure due to air mesh padded straps and adequate space to allocate weight in each area. This ergonomically designed backpack got several straps, and pockets that make it suitable for accommodating a lot of trave stuff. This bag will facilitate you in all your camping and hiking trips.",B079N6KHPJ,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 TRAWOCTM"
1692629782-38,https://www.amazon.in/s?k=bags&page=17&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack,https://www.amazon.in/Fur-Jaden-Rucksack-Backpack-BM43_Blue/dp/B07PS38XSP/ref=sr_1_273?crid=2M096C61O4MLT&keywords=bags&qid=1692629760&sprefix=ba%2Caps%2C283&sr=8-273,Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack,239,"7,975 ratings",3.6 out of 5 stars,Dimension and Capacity - 10L Backpack. Dimensions - 23 x 39 x 10 CM (L x H x W).,B07PS38XSP,The product will be an excellent pick for you. It ensures an easy maintenance. With Rain Cover : No,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Fur Jaden"
